dfRowCount,execution time
1,0.003528118133544922
1,0.002617359161376953
1,0.002535104751586914
1,0.002335071563720703
1,0.0025458335876464844
1,0.002479076385498047
1,0.002349376678466797
1,0.0023202896118164062
1,0.0025141239166259766
1,0.0024063587188720703
1,0.0023419857025146484
1,0.002444028854370117
1,0.0023169517517089844
1,0.0023093223571777344
1,0.002295970916748047
1,0.0024280548095703125
1,0.002312898635864258
1,0.002418041229248047
1,0.0024514198303222656
1,0.0022962093353271484
1,0.002310514450073242
1,0.0023212432861328125
1,0.002359151840209961
1,0.002324342727661133
1,0.0023300647735595703
1,0.0024971961975097656
1,0.002379894256591797
1,0.0023140907287597656
1,0.0024652481079101562
1,0.002297639846801758
1,0.002346515655517578
1,0.002330303192138672
1,0.002585887908935547
1,0.0022966861724853516
1,0.0022885799407958984
1,0.0024673938751220703
1,0.0023980140686035156
1,0.0022890567779541016
1,0.00231170654296875
1,0.002451181411743164
1,0.0023279190063476562
1,0.002321481704711914
1,0.00258636474609375
1,0.0023610591888427734
1,0.002279996871948242
1,0.0023746490478515625
1,0.002302408218383789
1,0.002309083938598633
1,0.0023026466369628906
1,0.0024590492248535156
1,0.0024461746215820312
1,0.0023403167724609375
1,0.002443552017211914
1,0.0023767948150634766
1,0.0023109912872314453
1,0.0023038387298583984
1,0.002382516860961914
1,0.00235748291015625
1,0.002300262451171875
1,0.002444028854370117
1,0.0022840499877929688
1,0.002407073974609375
1,0.002359628677368164
1,0.002331256866455078
1,0.0022847652435302734
1,0.002306222915649414
1,0.0024628639221191406
1,0.0022819042205810547
1,0.002294778823852539
1,0.002422809600830078
1,0.002494335174560547
1,0.002513885498046875
1,0.0024101734161376953
1,0.002827167510986328
1,0.0029337406158447266
1,0.0023522377014160156
1,0.0025076866149902344
1,0.0024099349975585938
1,0.0023107528686523438
1,0.0025582313537597656
1,0.002276897430419922
1,0.0022916793823242188
1,0.002410411834716797
1,0.0022788047790527344
1,0.0024709701538085938
1,0.0023713111877441406
1,0.002416849136352539
1,0.002415180206298828
1,0.002523183822631836
1,0.0024716854095458984
1,0.002432107925415039
1,0.0022797584533691406
1,0.002353191375732422
1,0.002348661422729492
1,0.00229644775390625
1,0.002285480499267578
1,0.002458810806274414
1,0.002305269241333008
1,0.002384185791015625
1,0.002454996109008789
10,0.002424955368041992
10,0.002380847930908203
10,0.0023801326751708984
10,0.0024690628051757812
10,0.002552509307861328
10,0.0023653507232666016
10,0.002533435821533203
10,0.0023458003997802734
10,0.0023636817932128906
10,0.0025022029876708984
10,0.002359151840209961
10,0.0024385452270507812
10,0.0023622512817382812
10,0.002451658248901367
10,0.002355337142944336
10,0.0023453235626220703
10,0.0025289058685302734
10,0.0023550987243652344
10,0.002359628677368164
10,0.0024461746215820312
10,0.0023641586303710938
