dfRowCount,execution time
1,0.0030028820037841797
1,0.001851797103881836
1,0.0018210411071777344
1,0.0020389556884765625
1,0.0019500255584716797
1,0.0019571781158447266
1,0.001844167709350586
1,0.001821279525756836
1,0.0019876956939697266
1,0.0018405914306640625
1,0.0018851757049560547
1,0.0018053054809570312
1,0.00183868408203125
1,0.0018422603607177734
1,0.0018131732940673828
1,0.0018322467803955078
1,0.001880645751953125
1,0.0018558502197265625
1,0.0018486976623535156
1,0.0018208026885986328
1,0.0018541812896728516
1,0.0018775463104248047
1,0.001857757568359375
1,0.0018572807312011719
1,0.0018849372863769531
1,0.0018551349639892578
1,0.0018367767333984375
1,0.0018236637115478516
1,0.0018646717071533203
1,0.0018532276153564453
1,0.0018477439880371094
1,0.001817464828491211
1,0.0018739700317382812
1,0.0018596649169921875
1,0.0018506050109863281
1,0.0018177032470703125
1,0.0018818378448486328
1,0.0018773078918457031
1,0.0018761157989501953
1,0.0018248558044433594
1,0.0018544197082519531
1,0.0018682479858398438
1,0.001865386962890625
1,0.0018296241760253906
1,0.0018396377563476562
1,0.0018703937530517578
1,0.0018687248229980469
1,0.0018343925476074219
1,0.0018699169158935547
1,0.0018832683563232422
1,0.0018677711486816406
1,0.0018372535705566406
1,0.001867055892944336
1,0.0018177032470703125
1,0.0018336772918701172
1,0.0018534660339355469
1,0.0018506050109863281
1,0.0018134117126464844
1,0.0020363330841064453
1,0.001856088638305664
1,0.0018398761749267578
1,0.0018877983093261719
1,0.0018584728240966797
1,0.002034902572631836
1,0.0017914772033691406
1,0.001798868179321289
1,0.0018742084503173828
1,0.0018377304077148438
1,0.0018117427825927734
1,0.0018384456634521484
1,0.0018787384033203125
1,0.0019145011901855469
1,0.0018444061279296875
1,0.0018229484558105469
1,0.0018546581268310547
1,0.0018672943115234375
1,0.0018367767333984375
1,0.0018436908721923828
1,0.0018618106842041016
1,0.0018830299377441406
1,0.0018324851989746094
1,0.0018432140350341797
1,0.0018057823181152344
1,0.0018618106842041016
1,0.0018506050109863281
1,0.0018191337585449219
1,0.0018477439880371094
1,0.0018906593322753906
1,0.0018458366394042969
1,0.0018663406372070312
1,0.0018291473388671875
1,0.0018258094787597656
1,0.0018696784973144531
1,0.0018513202667236328
1,0.0018410682678222656
1,0.0018651485443115234
1,0.0018744468688964844
1,0.001956939697265625
1,0.0018987655639648438
1,0.001924753189086914
10,0.002009868621826172
10,0.001905679702758789
10,0.0020301342010498047
10,0.0019383430480957031
10,0.002001047134399414
10,0.0019936561584472656
10,0.0019724369049072266
10,0.001947641372680664
10,0.0019366741180419922
10,0.001967191696166992
10,0.001878976821899414
10,0.001932382583618164
10,0.001917123794555664
10,0.0019965171813964844
10,0.001911163330078125
10,0.0018987655639648438
10,0.0019297599792480469
10,0.0018894672393798828
10,0.0021212100982666016
10,0.0020325183868408203
10,0.0024938583374023438
10,0.0020775794982910156
10,0.0020051002502441406
10,0.0018930435180664062
10,0.0019147396087646484
10,0.0019540786743164062
10,0.0019047260284423828
10,0.0019490718841552734
10,0.001922607421875
10,0.0019245147705078125
10,0.0032715797424316406
10,0.0022966861724853516
10,0.002004861831665039
10,0.0019495487213134766
10,0.002078533172607422
10,0.0019664764404296875
10,0.0019617080688476562
10,0.0018973350524902344
10,0.0018947124481201172
10,0.0019481182098388672
10,0.0019307136535644531
10,0.001920461654663086
10,0.001878499984741211
10,0.0020716190338134766
10,0.0019180774688720703
10,0.0019712448120117188
10,0.001994609832763672
10,0.0019295215606689453
10,0.001972675323486328
10,0.0019440650939941406
10,0.0019707679748535156
10,0.001965761184692383
10,0.0018999576568603516
10,0.0019757747650146484
10,0.0019218921661376953
10,0.0019402503967285156
10,0.001886129379272461
10,0.001893758773803711
10,0.001934051513671875
10,0.0019290447235107422
10,0.0019762516021728516
10,0.0019211769104003906
10,0.0019342899322509766
10,0.0019652843475341797
10,0.001978158950805664
10,0.0019278526306152344
10,0.0019037723541259766
10,0.0019576549530029297
10,0.0019047260284423828
10,0.001897573471069336
10,0.002155303955078125
10,0.0019674301147460938
10,0.0019228458404541016
10,0.0019354820251464844
10,0.001965761184692383
10,0.0019452571868896484
10,0.0019338130950927734
10,0.0019936561584472656
10,0.0019168853759765625
10,0.0019457340240478516
10,0.0019390583038330078
10,0.0019571781158447266
10,0.0018987655639648438
10,0.0019011497497558594
10,0.001934051513671875
10,0.0019109249114990234
10,0.001901865005493164
10,0.0019500255584716797
10,0.0019288063049316406
10,0.0019752979278564453
10,0.00189208984375
10,0.0019123554229736328
10,0.0019783973693847656
10,0.0019023418426513672
10,0.0019676685333251953
10,0.0019888877868652344
10,0.0019943714141845703
10,0.0019576549530029297
10,0.0019707679748535156
10,0.001961946487426758
100,0.002477407455444336
100,0.002418041229248047
100,0.002454042434692383
100,0.002460002899169922
100,0.0024499893188476562
100,0.0024285316467285156
